,material_id,formula,structure,diff,exp,mp,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,band center,cohesive energy,Miedema_deltaH_inter,Miedema_deltaH_amor,Miedema_deltaH_ss_min,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta
12,mp-2582,TiSi2,"Full Formula (Ti2 Si4)
Reduced Formula: TiSi2
abc   :   5.950469   4.912187   4.779054
angles:  75.745381  53.139274  51.115344
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ti    0.25      0.25      0.25
  1  Ti    0         0         0
  2  Si    0.913334  0.586666  0.913334
  3  Si    0.586666  0.913334  0.586666
  4  Si    0.336666  0.663334  0.336666
  5  Si    0.663334  0.336666  0.663334",-0.039769,-0.5908,-0.551031,Ti1 Si2,14.0,22.0,8.0,16.666666666666668,3.555555555555556,14.0,43.0,78.0,35.0,66.33333333333333,15.555555555555557,78.0,28.0855,47.867,19.781499999999998,34.67933333333333,8.791777777777776,28.0855,1687.0,1941.0,254.0,1771.6666666666667,112.88888888888891,1687.0,4.0,14.0,10.0,10.666666666666666,4.444444444444445,14.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,111.0,160.0,49.0,127.33333333333333,21.777777777777775,111.0,1.54,1.9,0.3599999999999999,1.78,0.15999999999999992,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,5.333333333333333,1.7777777777777777,4.0,16.69,20.44,3.75,19.19,1.6666666666666667,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0.0,194.0,227.0,33.0,216.0,14.666666666666666,227.0,Ti0+1 Si0+2,0,0,0,0.0,0.0,-1.771506054288839,0.0,-0.5658244067260014,-0.4149421678732673,-0.31438653301421016,0.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.15981174600286555,0.1250133535799421
13,mp-20893,GeO2,"Full Formula (Ge3 O6)
Reduced Formula: GeO2
abc   :   4.957530   4.957530   5.404468
angles:  90.000000  90.000000 120.000001
Sites (9)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ge    0.219883  0.219883  0
  1  Ge    0         0.780117  0.666667
  2  Ge    0.780117  0         0.333333
  3  O     0.960027  0.381607  0.805667
  4  O     0.618393  0.57842   0.139
  5  O     0.42158   0.039973  0.472334
  6  O     0.381607  0.960027  0.194333
  7  O     0.039973  0.42158   0.527666
  8  O     0.57842   0.618393  0.861",0.085661,-2.00342,-2.089081,Ge1 O2,8.0,32.0,24.0,16.0,10.666666666666666,8.0,79.0,87.0,8.0,84.33333333333333,3.555555555555557,87.0,15.9994,72.64,56.6406,34.8796,25.173600000000004,15.9994,54.8,1211.4,1156.6000000000001,440.3333333333333,514.0444444444445,54.8,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,120.0,54.0,84.0,24.0,66.0,2.01,3.44,1.4300000000000002,2.9633333333333334,0.6355555555555555,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.3333333333333335,0.8888888888888888,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.666666666666666,3.5555555555555554,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,9.105,23.005,13.899999999999999,13.738333333333335,6.177777777777777,9.105,0.0,0.383,0.383,0.12766666666666668,0.1702222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,83.0,94.66666666666667,12.0,Ge4+1 O2-2,-2,4,6,4.242640687119285,-282000.0,-2.875881458770617,0.0,0.0,0.0,0.0,0.0,2.0,3.3333333333333335,3.3333333333333335,0.0,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.0,2330234.662821087,0.29219288478782957
14,mp-2088,CeAl2,"Full Formula (Ce2 Al4)
Reduced Formula: CeAl2
abc   :   5.623975   5.623975   5.623975
angles:  60.000000  60.000000  60.000000
Sites (6)
  #  SP        a      b      c
---  ----  -----  -----  -----
  0  Ce    0.5    0.5    0.5
  1  Ce    0.75   0.75   0.75
  2  Al    0.125  0.125  0.125
  3  Al    0.625  0.125  0.125
  4  Al    0.125  0.625  0.125
  5  Al    0.125  0.125  0.625",-0.04997,-0.5068,-0.45683,Ce1 Al2,13.0,58.0,45.0,28.0,20.0,13.0,15.0,73.0,58.0,53.666666666666664,25.777777777777782,73.0,26.9815386,140.116,113.13446140000002,64.69302573333334,50.28198284444445,26.9815386,933.47,1071.0,137.52999999999997,979.3133333333334,61.12444444444444,933.47,3.0,13.0,10.0,9.666666666666666,4.444444444444445,13.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,121.0,204.0,83.0,148.66666666666666,36.888888888888886,121.0,1.12,1.61,0.49,1.4466666666666665,0.21777777777777785,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,3.0,4.0,1.0,3.3333333333333335,0.4444444444444445,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,13.0,13.0,4.333333333333333,5.777777777777779,0.0,5.0,22.0,17.0,10.666666666666666,7.5555555555555545,5.0,16.48,37.24,20.76,23.400000000000002,9.226666666666668,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,225.0,Ce0+1 Al0+2,0,0,0,0.0,0.0,-1.4265596138653582,0.0,-0.6733649833548423,-0.5575538292705202,-0.37542964937774836,0.0,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.19999999999999998,0.09999999999999999,0.09999999999999999,0.1534294360024235,0.12496283633038123
15,mp-680602,Ce5Rh4,"Full Formula (Ce20 Rh16)
Reduced Formula: Ce5Rh4
abc   :   7.356157   7.515946  15.075821
angles:  90.000000  90.000000  90.000000
Sites (36)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ce    0.01154   0.67852   0.090884
  1  Ce    0.83457   0.834574  0.621708
  2  Ce    0.98846   0.32148   0.590884
  3  Ce    0.178055  0.026474  0.75
  4  Ce    0.51154   0.82148   0.409116
  5  Ce    0.48846   0.17852   0.590884
  6  Ce    0.16543   0.165426  0.378292
  7  Ce    0.33457   0.665426  0.878292
  8  Ce    0.678055  0.473526  0.75
  9  Ce    0.33457   0.665426  0.621708
 10  Ce    0.01154   0.67852   0.409116
 11  Ce    0.48846   0.17852   0.909116
 12  Ce    0.821945  0.973526  0.25
 13  Ce    0.51154   0.82148   0.090884
 14  Ce    0.98846   0.32148   0.909116
 15  Ce    0.83457   0.834574  0.878292
 16  Ce    0.66543   0.334574  0.121708
 17  Ce    0.16543   0.165426  0.121708
 18  Ce    0.66543   0.334574  0.378292
 19  Ce    0.321945  0.526474  0.25
 20  Rh    0.027902  0.621964  0.75
 21  Rh    0.812911  0.033831  0.460583
 22  Rh    0.472098  0.121964  0.25
 23  Rh    0.187089  0.966169  0.960583
 24  Rh    0.693023  0.64087   0.25
 25  Rh    0.306977  0.35913   0.75
 26  Rh    0.972098  0.378036  0.25
 27  Rh    0.687089  0.533831  0.539417
 28  Rh    0.312911  0.466169  0.039417
 29  Rh    0.312911  0.466169  0.460583
 30  Rh    0.527902  0.878036  0.75
 31  Rh    0.687089  0.533831  0.960583
 32  Rh    0.812911  0.033831  0.039417
 33  Rh    0.806977  0.14087   0.75
 34  Rh    0.187089  0.966169  0.539417
 35  Rh    0.193023  0.85913   0.25",-0.095228,-0.7307,-0.635472,Ce5 Rh4,45.0,58.0,13.0,52.22222222222222,6.419753086419753,58.0,15.0,59.0,44.0,34.55555555555556,21.728395061728392,15.0,102.9055,140.116,37.21050000000001,123.578,18.37555555555556,140.116,1071.0,2237.0,1166.0,1589.2222222222222,575.8024691358025,1071.0,3.0,9.0,6.0,5.666666666666667,2.9629629629629632,3.0,5.0,6.0,1.0,5.555555555555555,0.4938271604938272,6.0,142.0,204.0,62.0,176.44444444444446,30.61728395061728,204.0,1.12,2.28,1.1599999999999997,1.6355555555555554,0.5728395061728393,1.12,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,4.111111111111111,3.45679012345679,1.0,0.0,1.0,1.0,0.5555555555555556,0.4938271604938272,1.0,4.0,9.0,5.0,6.222222222222222,2.4691358024691357,4.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.888888888888889,3.45679012345679,9.0,0.0,13.0,13.0,7.222222222222222,6.419753086419753,13.0,3.0,22.0,19.0,13.555555555555555,9.382716049382715,22.0,13.64,37.24,23.6,26.751111111111115,11.654320987654321,37.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,207.77777777777777,15.30864197530864,194.0,Ce0+5 Rh0+4,0,0,0,0.0,0.0,-1.5361212610416173,0.0,-0.7226708303399465,-0.5860027555161691,-0.4144057398643809,0.4444444444444444,1.5555555555555556,0.0,4.111111111111111,0.5555555555555556,0.25,0.0,0.6607142857142856,0.08928571428571429,0.17673346174676233,0.15549846853266966
16,mp-637,YB4,"Full Formula (Y4 B16)
Reduced Formula: YB4
abc   :   7.112628   7.112628   4.027090
angles:  90.000000  90.000000  90.000000
Sites (20)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Y     0.181985  0.681985  0
  1  Y     0.681985  0.818015  0
  2  Y     0.318015  0.181985  0
  3  Y     0.818015  0.318015  0
  4  B     0.324017  0.461383  0.5
  5  B     0.675983  0.538617  0.5
  6  B     0.538617  0.324017  0.5
  7  B     0.461383  0.675983  0.5
  8  B     0         0         0.203068
  9  B     0.5       0.5       0.796932
 10  B     0         0         0.796932
 11  B     0.5       0.5       0.203068
 12  B     0.587104  0.087104  0.5
 13  B     0.087104  0.412896  0.5
 14  B     0.912896  0.587104  0.5
 15  B     0.412896  0.912896  0.5
 16  B     0.038617  0.175983  0.5
 17  B     0.175983  0.961383  0.5
 18  B     0.824017  0.038617  0.5
 19  B     0.961383  0.824017  0.5",0.048539,-0.5421,-0.590639,Y1 B4,5.0,39.0,34.0,11.8,10.88,5.0,12.0,72.0,60.0,60.0,19.2,72.0,10.811,88.90585,78.09485000000001,26.429970000000004,24.990352,10.811,1799.0,2348.0,549.0,2238.2,175.68000000000012,2348.0,3.0,13.0,10.0,11.0,3.2,13.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,84.0,190.0,106.0,105.2,33.92,84.0,1.22,2.04,0.8200000000000001,1.8760000000000001,0.26239999999999997,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.8,0.31999999999999995,1.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.6,5.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,5.8,1.2799999999999998,5.0,7.1725,32.365,25.192500000000003,12.211000000000002,8.061600000000002,7.1725,0.0,1.524,1.524,1.2192,0.48767999999999995,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,171.6,8.959999999999997,166.0,Y0+1 B0+4,0,0,0,0.0,0.0,-1.8406707036103305,0.0,-0.39836438888253983,-0.2549178903764945,0.06412916305415528,0.0,2.0,0.8,0.2,0.0,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.0,0.29099018300235663,0.3427495291902072
17,mp-19009,NiO,"Full Formula (Ni2 O2)
Reduced Formula: NiO
abc   :   2.983077   2.983082   5.159941
angles: 106.802163  73.197727 119.998063
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ni    0         0         0
  1  Ni    0.5       0.5       0.5
  2  O     0.250001  0.749999  0.249993
  3  O     0.749999  0.250001  0.750007",-0.204767,-1.242158,-1.037391,Ni1 O1,8.0,28.0,20.0,18.0,10.0,8.0,61.0,87.0,26.0,74.0,13.0,61.0,15.9994,58.6934,42.693999999999996,37.346399999999996,21.346999999999998,15.9994,54.8,1728.0,1673.2,891.4,836.6,54.8,10.0,16.0,6.0,13.0,3.0,10.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,124.0,58.0,95.0,29.0,66.0,1.91,3.44,1.53,2.675,0.765,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,8.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,9.105,10.32,1.2149999999999999,9.7125,0.6074999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29769735,0.29769735,0.0,12.0,225.0,213.0,118.5,106.5,12.0,Ni2+1 O2-1,-2,2,4,2.8284271247461903,-282000.0,-2.5632791498391274,0.0,0.0,0.0,0.0,0.5,2.0,2.0,4.0,0.0,0.25,0.25,0.5,0.0,5136982.792588937,0.32631578947368417
18,mp-1208,ErAl2,"Full Formula (Er2 Al4)
Reduced Formula: ErAl2
abc   :   5.530958   5.530958   5.530958
angles:  60.000000  60.000000  60.000000
Sites (6)
  #  SP        a      b      c
---  ----  -----  -----  -----
  0  Er    0.5    0.5    0.5
  1  Er    0.75   0.75   0.75
  2  Al    0.125  0.125  0.125
  3  Al    0.625  0.125  0.125
  4  Al    0.125  0.625  0.125
  5  Al    0.125  0.125  0.625",-0.0008960000000000001,-0.5089,-0.508004,Er1 Al2,13.0,68.0,55.0,31.333333333333332,24.444444444444446,13.0,35.0,73.0,38.0,60.333333333333336,16.88888888888889,73.0,26.9815386,167.259,140.2774614,73.7406924,62.34553839999999,26.9815386,933.47,1770.0,836.53,1212.3133333333333,371.7911111111111,933.47,3.0,13.0,10.0,9.666666666666666,4.444444444444445,13.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,121.0,189.0,68.0,143.66666666666666,30.222222222222218,121.0,1.24,1.61,0.3700000000000001,1.4866666666666666,0.16444444444444453,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,4.0,5.333333333333333,0.0,3.0,14.0,11.0,6.666666666666667,4.888888888888889,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,16.48,30.585,14.105,21.18166666666667,6.268888888888889,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,214.66666666666666,13.77777777777778,225.0,Er0+1 Al0+2,0,0,0,0.0,0.0,-1.475789714045984,0.0,-0.6526011442948333,-0.5327255374475286,-0.36520441780391044,0.0,2.0,0.6666666666666666,0.0,4.0,0.3,0.09999999999999999,0.0,0.6,0.1899336449943342,0.10521501339318436
19,mp-126,Pt,"Full Formula (Pt1)
Reduced Formula: Pt
abc   :   2.812001   2.812001   2.812001
angles:  60.000000  60.000000  60.000000
Sites (1)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Pt      0    0    0",0.0,0.0,0.0,Pt1,78.0,78.0,0.0,78.0,0.0,78.0,63.0,63.0,0.0,63.0,0.0,63.0,195.084,195.084,0.0,195.084,0.0,195.084,2041.4,2041.4,0.0,2041.4,0.0,2041.4,10.0,10.0,0.0,10.0,0.0,10.0,6.0,6.0,0.0,6.0,0.0,6.0,136.0,136.0,0.0,136.0,0.0,136.0,2.28,2.28,0.0,2.28,0.0,2.28,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,9.0,14.0,14.0,0.0,14.0,0.0,14.0,24.0,24.0,0.0,24.0,0.0,24.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,15.02,15.02,0.0,15.02,0.0,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,225.0,0.0,225.0,0.0,225.0,Pt0+1,0,0,0,0.0,0.0,-2.28,0.0,0.0,0.07418228476254932,0.0,1.0,1.0,0.0,9.0,14.0,0.041666666666666664,0.0,0.375,0.5833333333333334,0.0,0.0
20,mp-13068,Lu2O3,"Full Formula (Lu2 O3)
Reduced Formula: Lu2O3
abc   :   3.567840   3.567840   5.767486
angles:  90.000000  90.000000 119.999999
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Lu    0.666667  0.333333  0.749473
  1  Lu    0.333333  0.666667  0.250527
  2  O     0.666667  0.333333  0.353973
  3  O     0.333333  0.666667  0.646027
  4  O     0         0         0",0.24002199999999999,-3.8932339999999996,-4.133255999999999,Lu2 O3,8.0,71.0,63.0,33.2,30.24,8.0,41.0,87.0,46.0,68.6,22.080000000000002,87.0,15.9994,174.9668,158.9674,79.58636,76.304352,15.9994,54.8,1936.0,1881.2,807.28,902.976,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,187.0,121.0,114.4,58.08,66.0,1.27,3.44,2.17,2.572,1.0416,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,14.0,14.0,5.6,6.719999999999999,0.0,6.0,17.0,11.0,10.4,5.279999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.8,3.3599999999999994,2.0,9.105,28.865,19.759999999999998,17.009,9.484799999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00089884,0.001078608,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,Lu3+2 O2-3,-2,3,5,3.5355339059327378,-282000.0,-2.3091734416157306,0.0,0.0,0.0,0.0,0.0,2.0,2.4,0.4,5.6,0.1923076923076923,0.23076923076923075,0.038461538461538464,0.5384615384615384,4517069.849928437,0.5016482683559645
21,mp-541047,ZrAlPd2,"Full Formula (Zr1 Al1 Pd2)
Reduced Formula: ZrAlPd2
abc   :   4.570335   4.570335   4.570335
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Zr    0.5   0.5   0.5
  1  Al    0     0     0
  2  Pd    0.75  0.75  0.75
  3  Pd    0.25  0.25  0.25",-0.077999,-0.8841,-0.8061010000000001,Zr1 Al1 Pd2,13.0,46.0,33.0,36.25,11.625,46.0,44.0,73.0,29.0,60.25,8.125,62.0,26.9815386,106.42,79.4384614,82.76138465,27.889923025,106.42,933.47,2128.0,1194.53,1679.3925,372.96125,1828.05,4.0,13.0,9.0,9.25,2.625,10.0,3.0,5.0,2.0,4.5,0.75,5.0,121.0,175.0,54.0,143.5,15.75,139.0,1.33,2.2,0.8700000000000001,1.8350000000000002,0.36500000000000005,2.2,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,10.0,10.0,5.5,4.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,7.0,6.75,3.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,8.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.25,3.25,0.0,14.41,23.195,8.785,17.12375,3.0356250000000005,14.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,217.25,11.625,225.0,Zr0+1 Al0+1 Pd0+2,0,0,0,0.0,0.0,-1.7942407653089647,0.0,-1.873452145261037,-1.6060326356165942,-1.3297544560712697,0.5,1.0,0.25,5.5,0.0,0.14814814814814814,0.037037037037037035,0.8148148148148148,0.0,0.18260464510993768,0.048605925609964865
22,mp-30658,VGaNi2,"Full Formula (V1 Ga1 Ni2)
Reduced Formula: VGaNi2
abc   :   4.098869   4.098869   4.098869
angles:  60.000000  60.000000  60.000000
Sites (4)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  V     0.5   0.5   0.5
  1  Ga    0     0     0
  2  Ni    0.75  0.75  0.75
  3  Ni    0.25  0.25  0.25",0.065348,-0.2228,-0.288148,V1 Ga1 Ni2,23.0,31.0,8.0,27.5,2.25,28.0,46.0,74.0,28.0,60.5,7.25,61.0,50.9415,69.723,18.7815,59.512825,5.1050875000000016,58.6934,302.91,2183.0,1880.09,1485.4775,591.28375,1728.0,5.0,13.0,8.0,9.5,2.25,10.0,4.0,4.0,0.0,4.0,0.0,4.0,122.0,153.0,31.0,130.75,11.125,124.0,1.63,1.91,0.28,1.815,0.09499999999999997,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.25,0.375,0.0,3.0,10.0,7.0,7.25,2.125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,8.0,9.5,2.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,7.0,7.0,2.75,2.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.0,2.0,2.0,10.32,18.8575,8.537500000000001,13.126875,2.8653125000000004,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29769735,0.29769735,0.5953947,64.0,229.0,165.0,185.75,60.875,225.0,V0+1 Ga0+1 Ni0+2,0,0,0,0.0,0.0,-1.8112701437488778,0.0,-0.5840379446495145,-0.46322275946178326,-0.3658449441781375,0.75,2.0,0.25,7.25,0.0,0.21052631578947367,0.02631578947368421,0.7631578947368421,0.0,0.6940984745779218,0.030769230769230715
